	Bcell_HPCA	DC_HPCA	Fibroblasts_HPCA	MSC_HPCA	Macrophage_HPCA	Monocyte_HPCA	NK cells_HPCA	Tcell_HPCA	Adipocytes_ENCODE	CD4+ Tcell_ENCODE	CD8+ T-cells_ENCODE	Bcell_ENCODE	DC_ENCODE	Eosinophils_ENCODE	Fibroblasts_ENCODE	Macrophage_ENCODE	Monocyte_ENCODE	NK cells_ENCODE
SMC2	8.0	6.0	7.0	8.0	7.0	5.0	7.0	6.0	6.0	7.0	7.0	5.0	6.0	1.0	7.0	7.0	4.0	7.0
SMC3	7.0	6.0	8.0	9.0	7.0	7.0	9.0	8.0	7.0	9.0	9.0	8.0	9.0	8.0	8.0	8.0	8.0	9.0
SMC4	9.0	8.0	9.0	10.0	8.0	8.0	9.0	9.0	8.0	9.0	10.0	9.0	8.0	9.0	9.0	8.0	9.0	9.0
SMC5	8.0	7.0	7.0	8.0	7.0	7.0	9.0	8.0	8.0	9.0	9.0	8.0	8.0	8.0	7.0	8.0	9.0	9.0
SMC5-AS1	4.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMC6	8.0	6.0	7.0	7.0	6.0	6.0	7.0	7.0	7.0	7.0	8.0	8.0	7.0	7.0	7.0	7.0	7.0	8.0
SMCHD1	9.0	8.0	8.0	8.0	8.0	9.0	10.0	10.0	9.0	10.0	10.0	10.0	10.0	10.0	8.0	9.0	10.0	10.0
SMCO1	4.0	4.0	3.0	3.0	4.0	4.0	3.0	4.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMCO3	1.0	2.0	3.0	2.0	1.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMCO4	8.0	10.0	8.0	8.0	10.0	10.0	7.0	6.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMCP	4.0	5.0	3.0	3.0	4.0	5.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMCR5	3.0	2.0	1.0	1.0	2.0	3.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMCR8	7.0	8.0	6.0	6.0	8.0	8.0	7.0	7.0	7.0	9.0	8.0	8.0	8.0	9.0	7.0	8.0	8.0	8.0
SMDT1	10.0	10.0	9.0	10.0	10.0	10.0	10.0	10.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMG1	8.0	7.0	7.0	7.0	7.0	8.0	9.0	9.0	10.0	10.0	10.0	9.0	10.0	10.0	8.0	8.0	10.0	10.0
SMG5	8.0	7.0	7.0	7.0	8.0	8.0	8.0	7.0	8.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	8.0	9.0
SMG6	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	7.0	8.0	8.0	7.0	7.0	8.0	8.0	6.0	7.0	8.0
SMG7	7.0	7.0	6.0	6.0	6.0	7.0	7.0	7.0	8.0	7.0	7.0	8.0	8.0	8.0	7.0	7.0	8.0	7.0
SMG7-AS1	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMG8	9.0	9.0	9.0	9.0	9.0	9.0	9.0	8.0	6.0	7.0	7.0	7.0	8.0	7.0	7.0	7.0	6.0	7.0
SMG9	8.0	8.0	7.0	7.0	8.0	8.0	7.0	7.0	7.0	7.0	7.0	8.0	8.0	7.0	7.0	8.0	7.0	7.0
SMIM1	6.0	6.0	5.0	5.0	5.0	6.0	5.0	5.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM10	2.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM10L1	5.0	5.0	6.0	6.0	5.0	5.0	6.0	5.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM12	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM13	3.0	5.0	6.0	6.0	6.0	4.0	6.0	4.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM14	10.0	8.0	9.0	8.0	9.0	9.0	7.0	6.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM15	10.0	10.0	10.0	10.0	10.0	10.0	10.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM17	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM19	10.0	9.0	9.0	9.0	10.0	9.0	10.0	10.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM2	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM2-AS1	2.0	1.0	1.0	2.0	3.0	2.0	2.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM20	10.0	9.0	9.0	9.0	9.0	8.0	7.0	8.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM21	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM22	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM24	6.0	6.0	5.0	4.0	5.0	6.0	6.0	6.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM3	3.0	8.0	9.0	8.0	9.0	9.0	7.0	6.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM4	6.0	7.0	7.0	7.0	7.0	7.0	5.0	6.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM5	5.0	4.0	4.0	4.0	5.0	6.0	5.0	5.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM6	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM7	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMIM8	6.0	5.0	5.0	6.0	5.0	5.0	6.0	6.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMKR1	3.0	2.0	2.0	2.0	2.0	2.0	6.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMLR1	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SMN1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	8.0	9.0	9.0	9.0	8.0	7.0	8.0	7.0	8.0	8.0
SMN2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	8.0	9.0	9.0	9.0	7.0	7.0	8.0	8.0	9.0	8.0
SMNDC1	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	6.0	8.0	7.0	8.0	8.0	7.0	6.0	7.0	8.0	8.0
SMO	7.0	6.0	7.0	7.0	6.0	7.0	6.0	7.0	4.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0
SMOC1	5.0	5.0	5.0	4.0	5.0	5.0	4.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0
SMOC2	2.0	2.0	5.0	2.0	2.0	2.0	2.0	2.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMOX	6.0	7.0	6.0	6.0	6.0	6.0	5.0	6.0	5.0	1.0	1.0	4.0	6.0	6.0	7.0	6.0	8.0	1.0
SMPD1	6.0	6.0	8.0	8.0	8.0	6.0	6.0	7.0	8.0	9.0	9.0	8.0	7.0	9.0	9.0	9.0	8.0	9.0
SMPD2	7.0	7.0	6.0	6.0	7.0	7.0	7.0	6.0	6.0	7.0	7.0	8.0	7.0	8.0	6.0	8.0	6.0	7.0
SMPD3	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	3.0	2.0	2.0	3.0	1.0	10.0	1.0	1.0	3.0	4.0
SMPD4	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	8.0	8.0	8.0	8.0	8.0	9.0	8.0	7.0	8.0	8.0
SMPDL3A	5.0	8.0	9.0	8.0	9.0	9.0	3.0	2.0	6.0	1.0	1.0	1.0	6.0	1.0	7.0	7.0	8.0	1.0
SMPDL3B	3.0	3.0	2.0	2.0	3.0	3.0	3.0	3.0	2.0	1.0	1.0	4.0	1.0	6.0	1.0	1.0	1.0	1.0
SMPX	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMR3A	1.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMR3B	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMS	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	9.0	8.0	8.0	8.0	10.0	8.0	10.0	10.0	9.0	8.0
SMTN	5.0	5.0	8.0	9.0	5.0	5.0	4.0	4.0	8.0	2.0	1.0	6.0	1.0	6.0	9.0	4.0	5.0	1.0
SMTNL1	5.0	5.0	5.0	4.0	5.0	5.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMTNL2	4.0	4.0	4.0	3.0	4.0	4.0	4.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMU1	7.0	6.0	7.0	6.0	6.0	7.0	7.0	7.0	7.0	8.0	8.0	7.0	7.0	7.0	8.0	7.0	8.0	8.0
SMUG1	7.0	7.0	7.0	7.0	7.0	7.0	6.0	6.0	7.0	6.0	7.0	8.0	7.0	8.0	8.0	8.0	7.0	7.0
SMURF1	5.0	6.0	6.0	7.0	6.0	6.0	6.0	6.0	8.0	7.0	7.0	6.0	7.0	8.0	7.0	6.0	8.0	7.0
SMURF2	6.0	6.0	8.0	9.0	6.0	5.0	8.0	7.0	8.0	8.0	8.0	7.0	8.0	8.0	9.0	7.0	8.0	8.0
SMYD1	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SMYD2	9.0	9.0	10.0	10.0	9.0	8.0	9.0	9.0	8.0	9.0	9.0	8.0	7.0	7.0	8.0	8.0	7.0	8.0
SMYD3	9.0	6.0	10.0	9.0	7.0	6.0	9.0	8.0	7.0	8.0	8.0	8.0	6.0	8.0	8.0	6.0	7.0	8.0
SMYD4	8.0	7.0	6.0	6.0	7.0	7.0	7.0	8.0	7.0	7.0	7.0	7.0	6.0	7.0	6.0	7.0	6.0	7.0
SMYD5	7.0	6.0	7.0	7.0	7.0	7.0	6.0	7.0	7.0	8.0	7.0	8.0	6.0	5.0	7.0	6.0	4.0	7.0
SNAI1	6.0	6.0	6.0	7.0	6.0	7.0	6.0	6.0	2.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	8.0	1.0
SNAI2	1.0	1.0	10.0	10.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0
SNAI3	4.0	7.0	2.0	2.0	6.0	5.0	5.0	5.0	1.0	4.0	5.0	5.0	5.0	9.0	1.0	7.0	5.0	6.0
SNAI3-AS1	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SNAP23	9.0	9.0	8.0	9.0	9.0	9.0	8.0	8.0	9.0	9.0	9.0	9.0	10.0	10.0	9.0	10.0	10.0	9.0
SNAP25	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0
SNAP29	7.0	8.0	7.0	8.0	8.0	8.0	8.0	7.0	7.0	7.0	7.0	7.0	8.0	7.0	7.0	8.0	8.0	8.0
SNAP47	9.0	8.0	9.0	9.0	8.0	8.0	9.0	9.0	8.0	8.0	8.0	8.0	7.0	8.0	8.0	7.0	7.0	8.0
SNAP91	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNAPC1	7.0	7.0	9.0	9.0	6.0	7.0	7.0	7.0	6.0	6.0	6.0	4.0	6.0	1.0	7.0	6.0	7.0	2.0
SNAPC2	7.0	7.0	7.0	7.0	7.0	7.0	6.0	7.0	6.0	6.0	6.0	7.0	7.0	8.0	8.0	8.0	7.0	7.0
SNAPC3	7.0	7.0	8.0	8.0	8.0	8.0	7.0	7.0	7.0	7.0	7.0	8.0	8.0	7.0	8.0	8.0	7.0	7.0
SNAPC4	7.0	7.0	7.0	7.0	6.0	7.0	7.0	6.0	3.0	6.0	5.0	7.0	6.0	7.0	5.0	4.0	3.0	6.0
SNAPC5	4.0	4.0	3.0	3.0	3.0	4.0	3.0	4.0	7.0	8.0	8.0	8.0	8.0	7.0	7.0	9.0	7.0	8.0
SNAPIN	10.0	10.0	10.0	10.0	10.0	10.0	9.0	9.0	9.0	7.0	8.0	8.0	9.0	7.0	9.0	9.0	8.0	8.0
SNCA	6.0	6.0	5.0	5.0	7.0	7.0	6.0	6.0	5.0	1.0	2.0	1.0	1.0	1.0	2.0	7.0	8.0	1.0
SNCAIP	4.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	5.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0
SNCB	6.0	6.0	6.0	5.0	6.0	6.0	6.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNCG	7.0	6.0	6.0	6.0	6.0	7.0	6.0	6.0	9.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0
SND1	10.0	10.0	10.0	10.0	10.0	10.0	9.0	9.0	10.0	10.0	10.0	10.0	10.0	9.0	10.0	10.0	10.0	10.0
SND1-IT1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	2.0	2.0	4.0	3.0	5.0	5.0	1.0	1.0	4.0	2.0
SNED1	3.0	4.0	4.0	3.0	3.0	4.0	3.0	4.0	8.0	6.0	3.0	6.0	1.0	1.0	8.0	3.0	3.0	1.0
SNF8	9.0	9.0	10.0	10.0	10.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	9.0	10.0	10.0	9.0	9.0
SNHG1	10.0	9.0	10.0	10.0	9.0	10.0	10.0	10.0	9.0	10.0	10.0	10.0	9.0	8.0	9.0	9.0	9.0	10.0
SNHG10	5.0	3.0	3.0	4.0	3.0	3.0	5.0	5.0	5.0	7.0	7.0	7.0	1.0	6.0	6.0	6.0	6.0	6.0
SNHG11	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	5.0	7.0	7.0	7.0	7.0	8.0	6.0	6.0	6.0	6.0
SNHG12	8.0	8.0	7.0	7.0	8.0	7.0	8.0	8.0	8.0	9.0	9.0	9.0	9.0	9.0	7.0	10.0	8.0	8.0
SNHG15	9.0	9.0	8.0	8.0	8.0	9.0	9.0	9.0	8.0	9.0	10.0	9.0	9.0	7.0	7.0	7.0	10.0	9.0
SNHG16	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SNHG17	9.0	8.0	8.0	8.0	8.0	8.0	9.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SNHG18	3.0	3.0	7.0	8.0	3.0	4.0	3.0	4.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SNHG19	9.0	6.0	9.0	10.0	6.0	7.0	8.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SNHG20	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SNHG21	9.0	7.0	7.0	8.0	7.0	8.0	9.0	9.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
SNHG3	4.0	3.0	4.0	5.0	4.0	3.0	4.0	4.0	8.0	10.0	10.0	9.0	8.0	8.0	9.0	8.0	9.0	9.0
SNHG4	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	5.0	7.0	7.0	7.0	6.0	1.0	5.0	7.0	5.0	6.0
SNHG5	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	9.0	10.0	10.0	10.0	10.0
SNHG6	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	10.0	7.0	10.0	10.0	10.0	10.0
SNHG7	6.0	5.0	5.0	5.0	5.0	5.0	7.0	6.0	9.0	9.0	9.0	9.0	8.0	8.0	9.0	8.0	8.0	8.0
SNHG8	10.0	9.0	10.0	10.0	9.0	9.0	10.0	10.0	10.0	10.0	10.0	10.0	9.0	8.0	10.0	10.0	10.0	10.0
SNHG9	4.0	2.0	4.0	5.0	3.0	4.0	6.0	6.0	2.0	10.0	9.0	9.0	7.0	8.0	2.0	7.0	8.0	9.0
SNIP1	7.0	7.0	7.0	6.0	7.0	7.0	8.0	7.0	6.0	7.0	7.0	7.0	7.0	8.0	6.0	7.0	8.0	8.0
SNN	7.0	8.0	5.0	5.0	8.0	8.0	4.0	6.0	8.0	8.0	8.0	5.0	9.0	9.0	6.0	9.0	9.0	3.0
SNORA1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA10	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	5.0	10.0	9.0	1.0	9.0	8.0	10.0
SNORA11	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA11B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	7.0	10.0	5.0	1.0	8.0	1.0	5.0	7.0	10.0
SNORA11C	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA11D	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	5.0	9.0	5.0	1.0	1.0	1.0	1.0	2.0	9.0
SNORA11E	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	5.0	9.0	5.0	1.0	1.0	1.0	1.0	2.0	9.0
SNORA12	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0
SNORA13	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	9.0	10.0	6.0	1.0	7.0	1.0	6.0	7.0	10.0
SNORA14A	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	9.0	10.0	5.0	8.0	6.0	1.0	7.0	7.0	10.0
SNORA14B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	5.0	8.0	7.0	1.0	9.0	8.0	10.0
SNORA15	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	9.0	9.0	5.0	1.0	1.0	1.0	4.0	5.0	10.0
SNORA16B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0
SNORA18	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA19	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA20	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	6.0	10.0	6.0	1.0	9.0	9.0	10.0
SNORA21	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	5.0	10.0	10.0	1.0	8.0	7.0	10.0
SNORA22	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	8.0	9.0	6.0	7.0	1.0	1.0	6.0	6.0	10.0
SNORA23	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	5.0	10.0	10.0	3.0	9.0	8.0	10.0
SNORA24	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA25	7.0	5.0	6.0	6.0	6.0	6.0	8.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA26	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA27	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA28	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	7.0	9.0	7.0	1.0	8.0	9.0	10.0
SNORA29	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	2.0	2.0	3.0	6.0	1.0	1.0	1.0	2.0	2.0
SNORA2A	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	7.0	7.0	7.0	1.0	7.0	7.0	10.0
SNORA2B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	9.0	10.0	5.0	8.0	8.0	1.0	5.0	7.0	10.0
SNORA30	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	3.0	2.0	8.0
SNORA31	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA32	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA33	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA35	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0
SNORA36A	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	7.0	9.0	5.0	1.0	1.0	1.0	5.0	6.0	10.0
SNORA36B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	4.0	8.0	5.0	1.0	1.0	1.0	3.0	5.0	8.0
SNORA36C	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	5.0	7.0	2.0	1.0	1.0	1.0	2.0	3.0	9.0
SNORA37	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	7.0	10.0	10.0	1.0	10.0	8.0	10.0
SNORA38	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	5.0	10.0	10.0	1.0	7.0	7.0	10.0
SNORA38B	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	5.0	9.0	10.0	1.0	7.0	7.0	10.0
SNORA4	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA40	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA41	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	4.0	6.0	5.0	1.0	1.0	1.0	4.0	7.0	10.0
SNORA44	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA46	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	4.0	5.0	3.0	6.0	6.0	1.0	2.0	2.0	5.0
SNORA47	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	5.0	10.0	10.0	1.0	9.0	8.0	10.0
SNORA48	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA49	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	5.0	10.0	10.0	1.0	9.0	8.0	10.0
SNORA51	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
SNORA52	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	7.0	10.0	10.0	1.0	9.0	7.0	10.0
SNORA53	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	10.0	10.0	10.0	6.0	10.0	10.0	7.0	9.0	9.0	10.0
SNORA54	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	10.0	10.0	6.0	10.0	10.0	1.0	10.0	8.0	10.0
